"Family","Type","Method","File","Line","Route"
"inventions","BBHENFCNLAB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<NEFHINKECJJ>> OFPICHENKNL(System.Int64 OEMDIAHHILF)","BBHENFCNLAB.txt","4782","api/inventions/"
"inventions","BBHENFCNLAB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<OBBBPCBIMME>> CKGFHIMCOHI(System.String DFAMLDBFENB)","BBHENFCNLAB.txt","7207","api/inventions/"
"inventions","BBHENFCNLAB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<OBBBPCBIMME>> CKGFHIMCOHI(System.String DFAMLDBFENB)","BBHENFCNLAB.txt","7213","api/inventions/"
"inventions","BBHENFCNLAB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<OBBBPCBIMME>> FDABNLEFMKM(System.Int64 HNHLJONGKHB)","BBHENFCNLAB.txt","5140","api/inventions/"
"inventions","BBHENFCNLAB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<OBBBPCBIMME>> JLGCBDHFIBH(System.Collections.Generic.List`1<System.Int64> POGCOENDJDJ)","BBHENFCNLAB.txt","3371","api/inventions/"
"inventions","BBHENFCNLAB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<System.String>> LIPBAJOAIJC(BBHENFCNLAB+IBIIKANECFA KINAEJLCDEG)","BBHENFCNLAB.txt","5586","api/inventions/"
"inventions","BBHENFCNLAB","System.Boolean JDBIJGFEJAM(System.Int64 OEMDIAHHILF)","BBHENFCNLAB.txt","10717","api/inventions/"
"inventions","BBHENFCNLAB","System.String HFIOIJPLLDP(System.Int64 OEMDIAHHILF)","BBHENFCNLAB.txt","41","api/inventions/"
"inventions","BBHENFCNLAB","System.String HIGLOHHJDBN(System.Int64 HNHLJONGKHB)","BBHENFCNLAB.txt","4912","api/inventions/"
"inventions","BBHENFCNLAB","System.String KKGEAELNFCK(System.Int64 OEMDIAHHILF)","BBHENFCNLAB.txt","89","api/inventions/"
"inventions","BBHENFCNLAB","System.String PAMAJCIBNDP(System.Int64 OEMDIAHHILF, System.Int32 INKNNJHDIFD)","BBHENFCNLAB.txt","11125","api/inventions/"
"inventions","BBHENFCNLAB","System.Void .cctor()","BBHENFCNLAB.txt","11687","api/inventions/"
"inventions","BBHENFCNLAB","System.Void KJMGMEKAEFF(System.Int64 HNHLJONGKHB)","BBHENFCNLAB.txt","4992","api/inventions/"
"inventions","BBHENFCNLAB","System.Void LBGHAEMBHHA(System.Int64 OEMDIAHHILF)","BBHENFCNLAB.txt","3891","api/inventions/"
"inventions","BBHENFCNLAB","System.Void LPIPNOFPFEP(System.Int64 OEMDIAHHILF, System.Collections.Generic.List`1<System.String> LBAOCHFCLPO)","BBHENFCNLAB.txt","11351","api/inventions/"
"inventions","BBHENFCNLAB","RecRoom.Async.IPromise`1<System.Boolean> DEOOEGHNIAJ(System.Collections.Generic.List`1<System.Int64> POGCOENDJDJ)","BBHENFCNLAB.txt","7823","api/inventions/v1/fulllineageowner?"
"inventions","BBHENFCNLAB+OIJIEFMJMKO","RecRoom.Async.IPromise`1<AHEPPAEOLOD> <AddInventionVersion>b__0(System.String filename)","BBHENFCNLAB_NestedType_OIJIEFMJMKO.txt","216","api/inventions/v3/addversion"
"inventions","BBHENFCNLAB+FODDLIKPKPE","RecRoom.Async.IPromise`1<AHEPPAEOLOD> <UploadNewInvention>b__0(System.String filename)","BBHENFCNLAB_NestedType_FODDLIKPKPE.txt","250","api/inventions/v4/save"
"matchmaking","RecNet.Matchmaking","RecRoom.Async.IPromise`1<RecNet.Matchmaking+MHCKNNJOIIP> IIDEDGKAGOE(PLILLKHMNDA EGLGJIONCCP, System.Int32[] DKFBAOLAEFE = null, System.Boolean KJHCANCBKAL = False)","RecNet\Matchmaking.txt","8847","goto/club/{0}"
"matchmaking","RecNet.Matchmaking","RecRoom.Async.IPromise`1<RecNet.Matchmaking+MHCKNNJOIIP> FBLFCNDIPMP(System.String BFGCDJFNJLE, System.String KIIFGNILJEA, System.Int32[] DKFBAOLAEFE = null, System.Boolean KJHCANCBKAL = True, System.Boolean PBCPIEHFDBH = False)","RecNet\Matchmaking.txt","8226","goto/code/"
"matchmaking","RecNet.Matchmaking","RecRoom.Async.IPromise`1<RecNet.Matchmaking+MHCKNNJOIIP> MLIILFNOOOK(CCMBKDINCAH IAALIIFNHNP, System.Int32[] DKFBAOLAEFE = null, System.Boolean KJHCANCBKAL = False)","RecNet\Matchmaking.txt","8737","goto/event/{0}"
"matchmaking","RecNet.Matchmaking","RecRoom.Async.IPromise`1<RecNet.Matchmaking+MHCKNNJOIIP> MGKFDNPCDBP(System.Int64 ANAPBECHGLI, System.Int32[] DKFBAOLAEFE = null, System.Boolean KJHCANCBKAL = False, System.String APJJOJMDLNP = null)","RecNet\Matchmaking.txt","9156","goto/instance/{0}"
"matchmaking","RecNet.Matchmaking","RecRoom.Async.IPromise`1<RecNet.Matchmaking+MHCKNNJOIIP> ALCJNMAOIGH(System.Int64 IAHDKAIJJLB, System.Int64 HNHLJONGKHB, System.Int32[] DKFBAOLAEFE = null, System.Boolean KJHCANCBKAL = False)","RecNet\Matchmaking.txt","9294","goto/invite/{0}"
"matchmaking","RecNet.Matchmaking","RecRoom.Async.IPromise OAHNGAMAPNB()","RecNet\Matchmaking.txt","10314","goto/none"
"matchmaking","RecNet.Matchmaking","RecRoom.Async.IPromise`1<RecNet.Matchmaking+MHCKNNJOIIP> IMMCGNNPIAD(System.Int32 CJFGEMGOJHB, System.Int32[] DKFBAOLAEFE = null, System.Boolean KJHCANCBKAL = False)","RecNet\Matchmaking.txt","8980","goto/player/{0}"
"matchmaking","RecNet.Matchmaking","RecRoom.Async.IPromise`1<RecNet.Matchmaking+MHCKNNJOIIP> NDKKNPMAGNK(System.String APJJOJMDLNP, System.Boolean OFFEBBLOEJA = False, System.Int32[] DKFBAOLAEFE = null, System.Boolean KJHCANCBKAL = False)","RecNet\Matchmaking.txt","8050","goto/playlist/"
"matchmaking","RecNet.Matchmaking","RecRoom.Async.IPromise`1<RecNet.Matchmaking+MHCKNNJOIIP> GDCFFOJEIMD()","RecNet\Matchmaking.txt","7509","goto/room/"
"matchmaking","RecNet.Matchmaking","RecRoom.Async.IPromise`1<RecNet.Matchmaking+MHCKNNJOIIP> ILPIDHICKMB(System.String BFGCDJFNJLE, System.Boolean OFFEBBLOEJA = False, System.Int32[] DKFBAOLAEFE = null, System.Boolean KJHCANCBKAL = False, System.String APJJOJMDLNP = null, System.Boolean PBCPIEHFDBH = False)","RecNet\Matchmaking.txt","8426","goto/room/"
"matchmaking","RecNet.Matchmaking","RecRoom.Async.IPromise`1<RecNet.Matchmaking+MHCKNNJOIIP> JLMFIHJLNBL(System.String HFDPAGDDNDE, System.Int32[] DKFBAOLAEFE, System.Boolean PBCPIEHFDBH, System.Boolean KJHCANCBKAL, System.Boolean ALOAFENOBGN)","RecNet\Matchmaking.txt","7882","goto/room/"
"matchmaking","RecNet.Matchmaking","RecRoom.Async.IPromise`1<RecNet.Matchmaking+MHCKNNJOIIP> KNCHJJDKJGK(System.String BFGCDJFNJLE, System.String HFDPAGDDNDE, RecNet.Matchmaking+GIJOGKJCEKG MIAGCJJACCL = 0, System.Int32[] DKFBAOLAEFE = null, System.Boolean PBCPIEHFDBH = False, System.Boolean KJHCANCBKAL = False, System.String APJJOJMDLNP = null)","RecNet\Matchmaking.txt","8632","goto/room/"
"matchmaking","RecNet.Matchmaking","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<JHNOAKDOMHG>> KFMFHGLEGHF(System.Int64 HNHLJONGKHB)","RecNet\Matchmaking.txt","10726","room/{0}/instances"
"messages","KEBJPIGKGOI","RecRoom.Async.IPromise JHJDMMLABCG()","KEBJPIGKGOI.txt","1297","api/messages/"
"messages","KEBJPIGKGOI","RecRoom.Async.IPromise MPLDGJCCIMN(System.Int64 CJFGEMGOJHB, IGCIBGKPPMO+BBELBJELLHN JMDIPDGMIOG, System.String ABADFLCBFIJ, System.Nullable`1<System.Int64> HNHLJONGKHB)","KEBJPIGKGOI.txt","2653","api/messages/"
"messages","KEBJPIGKGOI","RecRoom.Async.IPromise`1<DIBODMEJOPN> IIHKDEGDMEA()","KEBJPIGKGOI.txt","6118","api/messages/"
"messages","KEBJPIGKGOI","System.Collections.IEnumerator JFAMBLHIACA(System.Collections.Generic.List`1<System.Int64> FNNIKBKHAFN, BPHGKAEDBPE+CBEOHBCIPEA AFLPGGJMPOE = null)","KEBJPIGKGOI.txt","1476","api/messages/"
"messages","KEBJPIGKGOI","System.Collections.IEnumerator MGIABJDLBED(System.Collections.Generic.List`1<System.Int64> FNNIKBKHAFN, IGCIBGKPPMO+BBELBJELLHN JMDIPDGMIOG, System.String ABADFLCBFIJ, System.Nullable`1<System.Int64> HNHLJONGKHB, BPHGKAEDBPE+CBEOHBCIPEA AFLPGGJMPOE = null)","KEBJPIGKGOI.txt","2843","api/messages/"
"messages","KEBJPIGKGOI","System.Void CPGAJIACKIP()","KEBJPIGKGOI.txt","3306","api/messages/"
"messages","KEBJPIGKGOI","RecRoom.Async.IPromise LLIHILNLNEP()","KEBJPIGKGOI.txt","5886","api/messages/v1/IOSClearDeviceToken"
"messages","KEBJPIGKGOI","RecRoom.Async.IPromise NDONIOINHAE(DIBODMEJOPN JFMOEGCPNAC)","KEBJPIGKGOI.txt","6455","api/messages/v1/IOSModifyNotificationPreferences"
"messages","KEBJPIGKGOI","RecRoom.Async.IPromise GENJNKHDHCN()","KEBJPIGKGOI.txt","6347","api/messages/v1/IOSResetNotificationPreferencesBadgeCount"
"messages","KEBJPIGKGOI","RecRoom.Async.IPromise INNJDBLBCEO(System.String EAEICOOGLAK)","KEBJPIGKGOI.txt","5768","api/messages/v1/IOSSaveDeviceToken"
"messages","KEBJPIGKGOI","System.Collections.IEnumerator PEIBHPIEKGF(System.Collections.Generic.IEnumerable`1<System.Int64> OCCKKEIMPGP, BPHGKAEDBPE+CBEOHBCIPEA AFLPGGJMPOE = null)","KEBJPIGKGOI.txt","3138","api/messages/v3/delete"
"messages","KEBJPIGKGOI","System.Collections.IEnumerator LPPPAHLCPCO(System.Int64 CJFGEMGOJHB, BPHGKAEDBPE+OJDJIJDNFHE<System.String> AFLPGGJMPOE)","KEBJPIGKGOI.txt","6606","api/offlineinvite/"
"misc","FGPIDGLCKEF","System.Void IMLJEBCMMKK(PlatformManager+FCIKKFJOMNO FPMCLJDEGKL, System.Collections.Generic.List`1<System.UInt64> CIBFMCPBLEO)","FGPIDGLCKEF.txt","2834","{0}v1/bulkignoreplatformusers"
"misc","GNPDMBPGHBH","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<CCMBKDINCAH>> DMHOIAJGABC(System.Collections.Generic.IReadOnlyList`1<System.Int64> JOGAGJIPEDN)","GNPDMBPGHBH.txt","2388","/bulk"
"misc","GNPDMBPGHBH+MKCNPHKGFDM","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<CCMBKDINCAH>> <GetEventsByIds>b__1(System.String uri)","GNPDMBPGHBH_NestedType_MKCNPHKGFDM.txt","138","/bulk"
"misc","KELEPAPMOGK+CJACMOFOFKJ","RecRoom.Async.IPromise`1<KELEPAPMOGK+LEKKFHBPBAB> <GetData>b__0()","KELEPAPMOGK_NestedType_CJACMOFOFKJ.txt","187","/data/{0}"
"misc","OJMCBOKJFOF+BPPECKDOINI","RecRoom.Async.IPromise`1<System.Byte[]> <GetRoomData>b__0()","OJMCBOKJFOF_NestedType_BPPECKDOINI.txt","206","/room/"
"misc","NLGOJMONPKG","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<MKEKHKEHPLO>> ADEEFOCPDFH()","NLGOJMONPKG.txt","379","api/announcement/v1/get"
"misc","GCBPKHFJKCE","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<GCBPKHFJKCE+DJGBECJHOKF>> KABHMCDHHIP(System.Boolean INGAKMAAHKL = False)","GCBPKHFJKCE.txt","555","api/catalog/v1/all?onlyAvailableSkus=true"
"misc","GCBPKHFJKCE","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<GCBPKHFJKCE+DJGBECJHOKF>> KABHMCDHHIP(System.Boolean INGAKMAAHKL = False)","GCBPKHFJKCE.txt","577","api/catalog/v1/all?onlyAvailableSkus=true"
"misc","GCBPKHFJKCE+<>c","System.Void <CancelSubscription>b__41_1()","GCBPKHFJKCE_NestedType___c.txt","791","api/catalog/v1/all?onlyAvailableSkus=true"
"misc","GCBPKHFJKCE+<>c","System.Void <CompletePurchase>b__33_1()","GCBPKHFJKCE_NestedType___c.txt","246","api/catalog/v1/all?onlyAvailableSkus=true"
"misc","GCBPKHFJKCE+<>c","System.Void <ProcessPurchase>b__34_1()","GCBPKHFJKCE_NestedType___c.txt","332","api/catalog/v1/all?onlyAvailableSkus=true"
"misc","AAHIIPOCKMB","RecRoom.Async.IPromise`1<AAHIIPOCKMB+JFIKDPALHOL> KIAGEGDDBCG()","AAHIIPOCKMB.txt","941","api/communityboard/"
"misc","FOEHJBDMMBH","RecRoom.Async.IPromise AKFDEPEHBIN(OOCCCGPICOG BAJGNABECMN, System.Int32 HLHHPEKALPI)","FOEHJBDMMBH.txt","1463","api/consumables/"
"misc","FOEHJBDMMBH","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<OOCCCGPICOG>> AFMKIHFMMBI(System.Int32 HLHHPEKALPI)","FOEHJBDMMBH.txt","1112","api/consumables/"
"misc","FOEHJBDMMBH","System.Collections.IEnumerator LCELAOEOIJO(OOCCCGPICOG BAJGNABECMN, System.Int32 FKKAPHAMPMG, BPHGKAEDBPE+CBEOHBCIPEA AFLPGGJMPOE)","FOEHJBDMMBH.txt","838","api/consumables/"
"misc","FOEHJBDMMBH","System.Collections.IEnumerator PKHAMBFCEJI(OOCCCGPICOG BAJGNABECMN, System.Boolean CNEIBILGFCO, BPHGKAEDBPE+CBEOHBCIPEA AFLPGGJMPOE)","FOEHJBDMMBH.txt","619","api/consumables/"
"misc","FOEHJBDMMBH+HHFGPIBAMOB","System.Boolean MoveNext()","FOEHJBDMMBH_NestedType_HHFGPIBAMOB.txt","147","api/consumables/"
"misc","FPNPBJBCMKB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<System.Int64>> EPPPMHMMGME()","FPNPBJBCMKB.txt","53","api/curatedroomplaylists"
"misc","GMPIMLJNACB","System.Collections.IEnumerator IPCNHLDICBM(BPHGKAEDBPE+CBEOHBCIPEA AFLPGGJMPOE)","GMPIMLJNACB.txt","904","api/objectives/"
"misc","GMPIMLJNACB","System.Void MEGMCCFCEIP(System.Int32 CKEBCMEKCJH, BPHGKAEDBPE+OJDJIJDNFHE<MIMANKKMKJG> AFLPGGJMPOE)","GMPIMLJNACB.txt","2171","api/objectives/"
"misc","GMPIMLJNACB+GIDAGFNPPLC","System.Boolean MoveNext()","GMPIMLJNACB_NestedType_GIDAGFNPPLC.txt","568","api/objectives/"
"misc","GMPIMLJNACB+GIDAGFNPPLC","System.Boolean MoveNext()","GMPIMLJNACB_NestedType_GIDAGFNPPLC.txt","623","api/objectives/"
"misc","GGLGFENEKBJ","System.Collections.IEnumerator BFJMPGHLGAN(System.Int64 CJFGEMGOJHB, LCCEEFHOBEN+CJFENPHAAHI MEABFEIBEMP, BPHGKAEDBPE+CBEOHBCIPEA AFLPGGJMPOE)","GGLGFENEKBJ.txt","586","api/PlayersBanned/"
"misc","FGPIDGLCKEF","RecRoom.Async.IPromise`1<LLKHFJDNFMM> CGPBLDOHCEI(System.Int32 CJFGEMGOJHB, CFLMJLFBOKH+MPFKNCFEDHF DIEPOPNJNCO)","FGPIDGLCKEF.txt","1454","api/relationships/"
"misc","FGPIDGLCKEF","RecRoom.Async.IPromise`1<LLKHFJDNFMM> DLBAPGPACLP(System.Int32 CJFGEMGOJHB)","FGPIDGLCKEF.txt","1827","api/relationships/"
"misc","FGPIDGLCKEF","RecRoom.Async.IPromise`1<LLKHFJDNFMM> DOIEMGNIMMM(System.Int32 CJFGEMGOJHB, BPHGKAEDBPE+CBEOHBCIPEA AFLPGGJMPOE = null)","FGPIDGLCKEF.txt","1197","api/relationships/"
"misc","FGPIDGLCKEF","RecRoom.Async.IPromise`1<LLKHFJDNFMM> JEGAGBBBADJ(System.Int32 CJFGEMGOJHB)","FGPIDGLCKEF.txt","1591","api/relationships/"
"misc","FGPIDGLCKEF","RecRoom.Async.IPromise`1<LLKHFJDNFMM> OILLHGFDILD(System.Int32 CJFGEMGOJHB)","FGPIDGLCKEF.txt","1709","api/relationships/"
"misc","FGPIDGLCKEF","System.Boolean CKANLFMOMCC(System.Int32 CJFGEMGOJHB, BPHGKAEDBPE+CBEOHBCIPEA AFLPGGJMPOE = null)","FGPIDGLCKEF.txt","2141","api/relationships/"
"misc","FGPIDGLCKEF","System.Boolean GDOLAFPLNPG(System.Int32 CJFGEMGOJHB, BPHGKAEDBPE+CBEOHBCIPEA AFLPGGJMPOE = null)","FGPIDGLCKEF.txt","1982","api/relationships/"
"misc","FGPIDGLCKEF","System.Void CPGAJIACKIP()","FGPIDGLCKEF.txt","3002","api/relationships/"
"misc","FGPIDGLCKEF","System.Void IMLJEBCMMKK(PlatformManager+FCIKKFJOMNO FPMCLJDEGKL, System.Collections.Generic.List`1<System.UInt64> CIBFMCPBLEO)","FGPIDGLCKEF.txt","2832","api/relationships/"
"misc","FGPIDGLCKEF","System.Void KDKALCLMLIL(System.String GJIOCANDGPE, System.Int32 CJFGEMGOJHB, BPHGKAEDBPE+CBEOHBCIPEA AFLPGGJMPOE = null)","FGPIDGLCKEF.txt","2670","api/relationships/"
"misc","NKHBKKGOIHL+BBGMJPMOHEO","System.Boolean MoveNext()","NKHBKKGOIHL_NestedType_BBGMJPMOHEO.txt","353","api/sanitize/"
"misc","GEAPBDGCKMB","RecRoom.Async.IPromise ACEPPELPFOL(System.Int32 PGGHBNCGLDN, System.Nullable`1<System.Int64> POAOENHPNHE, System.Int32 MNIJHBJDPPA, System.Int32 HLHHPEKALPI)","GEAPBDGCKMB.txt","2977","api/storefronts/"
"misc","GEAPBDGCKMB","RecRoom.Async.IPromise`1<GEAPBDGCKMB+BalanceUpdateResponseDTO`1<GEAPBDGCKMB+RewardBalanceModificationDTO>> LLNACOGDCMF(ACDKILABNNC DLNFAILEHOA, System.Collections.Generic.IEnumerable`1<GEAPBDGCKMB+GrantBalanceRequest> JEDEBGBEGCE)","GEAPBDGCKMB.txt","5929","api/storefronts/"
"misc","GEAPBDGCKMB","RecRoom.Async.IPromise`1<GEAPBDGCKMB+InventionPurchaseResponseDTO> MOANDFACFAP(System.Int64 OEMDIAHHILF, System.Int32 HBIEIIHBDCI, System.String LGHBPPIOOBM)","GEAPBDGCKMB.txt","3603","api/storefronts/"
"misc","GEAPBDGCKMB","RecRoom.Async.IPromise`1<GEAPBDGCKMB+RoomKeyPurchaseResponseDTO> KGGMAGALNGF(System.Int64 BGICHOOBKLD, System.Int32 HBIEIIHBDCI)","GEAPBDGCKMB.txt","3819","api/storefronts/"
"misc","GEAPBDGCKMB","RecRoom.Async.IPromise`1<OBBBPCBIMME> MMINJDALHNB(System.Int64 OEMDIAHHILF, System.String LGHBPPIOOBM)","GEAPBDGCKMB.txt","4052","api/storefronts/"
"misc","GEAPBDGCKMB","System.Collections.IEnumerator EKLFEDLCNAC(DGOHCPBKOHD NIGCECGDCFD, ACDKILABNNC DLNFAILEHOA, System.Int32 PGGHBNCGLDN, BPHGKAEDBPE+OJDJIJDNFHE<GEAPBDGCKMB+PurchaseBalanceUpdateResponseDTO`1<NLEKGNENMCO+LOCNECLOHCA>> AFLPGGJMPOE)","GEAPBDGCKMB.txt","3402","api/storefronts/"
"misc","GEAPBDGCKMB","System.Collections.IEnumerator EPCDDOGBHMF(DGOHCPBKOHD NIGCECGDCFD, ACDKILABNNC DLNFAILEHOA, System.Int32 PGGHBNCGLDN, System.Nullable`1<System.Int64> POAOENHPNHE, GEAPBDGCKMB+GiftItemDTO HBBAANIPIMP, BPHGKAEDBPE+OJDJIJDNFHE<GEAPBDGCKMB+PurchaseBalanceUpdateResponseDTO`1<NLEKGNENMCO+LOCNECLOHCA>> AFLPGGJMPOE)","GEAPBDGCKMB.txt","2709","api/storefronts/"
"misc","GEAPBDGCKMB","System.Collections.IEnumerator GDOGAIAHEHB(DGOHCPBKOHD NIGCECGDCFD, ACDKILABNNC DLNFAILEHOA, System.Int32 PGGHBNCGLDN, BPHGKAEDBPE+OJDJIJDNFHE<GEAPBDGCKMB+PurchaseBalanceUpdateResponseDTO`1<NLEKGNENMCO+LOCNECLOHCA>> AFLPGGJMPOE)","GEAPBDGCKMB.txt","3241","api/storefronts/"
"misc","GEAPBDGCKMB","System.Collections.IEnumerator IMFAFAKABHC(DGOHCPBKOHD NIGCECGDCFD, BPHGKAEDBPE+OJDJIJDNFHE<ENAODGBHHFA> AFLPGGJMPOE)","GEAPBDGCKMB.txt","1914","api/storefronts/"
"misc","GEAPBDGCKMB","System.Collections.IEnumerator LBEMMLOFBEA(ACDKILABNNC DLNFAILEHOA, BPHGKAEDBPE+OJDJIJDNFHE<System.Int64> AFLPGGJMPOE = null)","GEAPBDGCKMB.txt","5640","api/storefronts/"
"misc","GEAPBDGCKMB","System.Nullable`1<System.Int64> KJKDMOHACHJ(ACDKILABNNC DLNFAILEHOA, System.Predicate`1<JEHHKIPLMPM> NLDOHBCJOIO = null)","GEAPBDGCKMB.txt","4616","api/storefronts/"
"misc","GEAPBDGCKMB","System.Void EIFPPIPOIHB(System.Collections.Generic.List`1<GEAPBDGCKMB+MPMIBGDAIPK> DBDFCMJFNEC)","GEAPBDGCKMB.txt","2257","api/storefronts/"
"misc","GEAPBDGCKMB","System.Void IMLMGPJIKCK(ACDKILABNNC DLNFAILEHOA, DKMCNBHMKIK IGNJPMALPIK, BPHGKAEDBPE+OJDJIJDNFHE<DKFDKNLDEAM> AFLPGGJMPOE = null)","GEAPBDGCKMB.txt","5781","api/storefronts/"
"misc","GEAPBDGCKMB+PPPNGFBHEDH","RecRoom.Async.IPromise`1<BKFGFHDDNFG> <GetStorefront>b__0()","GEAPBDGCKMB_NestedType_PPPNGFBHEDH.txt","236","api/storefronts/"
"misc","AICHDPNIEKI","RecRoom.Async.IPromise CNGKABDOEKH(System.String EPGHLDONDIP, NIDIHGENDJD AKPHCJFIPBB)","AICHDPNIEKI.txt","450","api/testcasemanagement/"
"misc","AICHDPNIEKI","RecRoom.Async.IPromise DHDOAJAGEJN(System.String EPGHLDONDIP)","AICHDPNIEKI.txt","360","api/testcasemanagement/"
"misc","AICHDPNIEKI","RecRoom.Async.IPromise KNOGAGHKIMC(System.String EPGHLDONDIP)","AICHDPNIEKI.txt","273","api/testcasemanagement/"
"misc","AICHDPNIEKI","RecRoom.Async.IPromise`1<CPFPHLINDHN> APEBFFOEBFA(System.String ENJEOLBEALP)","AICHDPNIEKI.txt","193","api/testcasemanagement/"
"misc","AICHDPNIEKI","RecRoom.Async.IPromise`1<FDAJOEOJFDN> BMDDGFAEDLE(System.UInt32 ENJEOLBEALP)","AICHDPNIEKI.txt","122","api/testcasemanagement/"
"misc","AICHDPNIEKI","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<FDAJOEOJFDN>> AKCPPGBNGOO()","AICHDPNIEKI.txt","44","api/testcasemanagement/"
"misc","KMDHPCHFADM","RecRoom.Async.IPromise`1<PCBCGDHBAEL> BPAGDCDBHAM()","KMDHPCHFADM.txt","282","api/versioncheck/v4?v={0}&p={1}"
"misc","IOSPlatformManager","RecRoom.Async.IPromise ShowManageSubscriptionPlatformUI()","IOSPlatformManager.txt","4865","https://apps.apple.com/account/subscriptions"
"misc","InstagramBulletinBoardUI","System.Void Button_RecRoomOnInstagram()","InstagramBulletinBoardUI.txt","1009","https://www.instagram.com/recroom/"
"player-events","GNPDMBPGHBH","RecRoom.Async.IPromise`1<LLNPLLBEJBE> BFBMDMLHHCF(CCMBKDINCAH MFJCKOBPMGA, System.Int64 HNHLJONGKHB, System.Nullable`1<System.Int64> FODGKNJIGOP, System.String MMBOKOLAJFH, System.String LJIGOCDPEJF, System.Collections.Generic.List`1<System.String> CAFPJPHILMN, System.String HFLPBHHAFIO, System.DateTime JODPOANPJNK, System.DateTime BCANLCHBKJE, CMCAFKLAHCD PONCIIJOHIE, System.Nullable`1<System.Int64> AOMBLGBCENO)","GNPDMBPGHBH.txt","4280","api/playerevents/"
"player-events","GNPDMBPGHBH","RecRoom.Async.IPromise`1<LLNPLLBEJBE> EKEOHKINPDK(CCMBKDINCAH MFJCKOBPMGA)","GNPDMBPGHBH.txt","6151","api/playerevents/"
"player-events","GNPDMBPGHBH","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<PBIJAPEOEDO>> MBHCOIGLAIF(System.Int64 MOKMJAMNEFP, System.Boolean INGAKMAAHKL = False)","GNPDMBPGHBH.txt","3736","api/playerevents/"
"player-events","GNPDMBPGHBH","RecRoom.Async.IPromise`1<TPlayerEventDTO> DAICPGEMGMH(System.Int64 MOKMJAMNEFP, System.Boolean GDPJLIOIIAM = False, System.Nullable`1<System.Int64> AOMBLGBCENO = null)","GNPDMBPGHBH.txt","6434","api/playerevents/"
"player-events","GNPDMBPGHBH","System.String HKPFFOHBENO(System.Int64 MEJJDOHGNHG)","GNPDMBPGHBH.txt","559","api/playerevents/"
"player-events","GNPDMBPGHBH","System.Void DAOBEMMLHAD(System.Collections.Generic.Dictionary`2<System.String, System.Object> NGPMADFHHKP)","GNPDMBPGHBH.txt","10757","api/playerevents/"
"player-events","GNPDMBPGHBH","System.Void DEOJOKOFMLJ(System.Int64 MOKMJAMNEFP)","GNPDMBPGHBH.txt","11770","api/playerevents/"
"player-events","GNPDMBPGHBH","System.Void JILNOOIDFKC(HJCAMMLHJAE MOMJFCHIMAM)","GNPDMBPGHBH.txt","11596","api/playerevents/"
"player-events","GNPDMBPGHBH+JNEMPCHKFAM","System.Void <InvitePlayers>b__0(PDOBNLOLBAF response)","GNPDMBPGHBH_NestedType_JNEMPCHKFAM.txt","168","api/playerevents/"
"player-events","GNPDMBPGHBH","RecRoom.Async.IPromise`1<FNBMIJGOOJM> JKFDNKOBOJE()","GNPDMBPGHBH.txt","5504","api/playerevents/v1/all"
"player-events","GNPDMBPGHBH","RecRoom.Async.IPromise`1<PDOBNLOLBAF> MGDLGLLOEMG(System.Int64 MOKMJAMNEFP, System.Collections.Generic.List`1<System.Int32> MHCONOPOOKJ)","GNPDMBPGHBH.txt","5013","api/playerevents/v1/bulkInvite"
"player-events","GNPDMBPGHBH","RecRoom.Async.IPromise`1<DGOPHENCPOC> FGFDJIKJKNN(System.Int64 MOKMJAMNEFP, FFEICMIIBMC DHLDCHCKBPC)","GNPDMBPGHBH.txt","4769","api/playerevents/v1/deleteResponse"
"player-events","GNPDMBPGHBH","RecRoom.Async.IPromise`1<KLAMKCBENEA> GLHAJLLNPBJ(System.Int64 MOKMJAMNEFP, LCCEEFHOBEN+CJFENPHAAHI MEABFEIBEMP, System.String EFDBFLPKHKA)","GNPDMBPGHBH.txt","5939","api/playerevents/v1/report"
"player-events","GNPDMBPGHBH","RecRoom.Async.IPromise`1<DGOPHENCPOC> EEJGIOKDBFI(System.Int64 MOKMJAMNEFP, FFEICMIIBMC DHLDCHCKBPC)","GNPDMBPGHBH.txt","4567","api/playerevents/v1/respond"
